driver_id,ticket_number,ticket_date,ticket_type,resolution_status,response_time_hours,will_churn,is_noise_churn,ticket_type_missing,resolution_missing,response_time_missing,is_outlier_driver,ticket_type_encoded,resolution_encoded,ticket_risk_score,ticket_month,ticket_dayofweek,ticket_quarter,is_q4
45594,7,2023-09-06,fare_dispute,resolved,12.7,1,1,0,0,0,1,0,0,3,9,2,3,0
45595,1,2023-01-29,unknown,unresolved,41.5,0,0,1,1,0,0,5,2,2,1,6,1,0
45595,2,2023-02-15,payment_delay,resolved,6.0,0,0,0,0,0,0,3,0,1,2,2,1,0
45596,1,2023-09-23,payment_delay,resolved,6.0,0,0,0,0,0,0,3,0,1,9,5,3,0
45597,1,2023-06-16,app_issue,resolved,5.7,0,0,0,0,0,0,4,0,1,6,4,2,0
45598,1,2023-03-30,demand_issue,resolved,6.0,0,0,0,0,0,0,2,0,2,3,3,1,0
45599,1,2023-04-24,demand_issue,resolved,7.5,0,0,0,0,0,0,2,0,2,4,0,2,0
45600,1,2023-05-18,demand_issue,resolved,4.1,0,0,0,0,0,0,2,0,2,5,3,2,0
45601,1,2023-05-10,app_issue,unresolved,6.1,1,0,0,1,0,1,4,2,1,5,2,2,0
45601,2,2023-05-19,demand_issue,unresolved,47.7,1,0,0,1,0,1,2,2,2,5,4,2,0
45601,3,2023-05-29,defective_trip,unresolved,45.6,1,0,0,1,0,1,1,2,3,5,0,2,0
45601,4,2023-05-30,defective_trip,resolved,1.0,1,0,0,0,0,1,1,0,3,5,1,2,0
45601,5,2023-06-02,defective_trip,resolved,10.2,1,0,0,0,0,1,1,0,3,6,4,2,0
45601,6,2023-06-03,defective_trip,unresolved,68.0,1,0,0,1,0,1,1,2,3,6,5,2,0
45601,7,2023-06-05,fare_dispute,unresolved,46.8,1,0,0,1,0,1,0,2,3,6,0,2,0
45601,8,2023-06-07,defective_trip,unresolved,65.9,1,0,0,1,0,1,1,2,3,6,2,2,0
45601,9,2023-06-09,fare_dispute,partial,23.9,1,0,0,0,0,1,0,1,3,6,4,2,0
45601,10,2023-06-12,fare_dispute,unresolved,34.6,1,0,0,1,0,1,0,2,3,6,0,2,0
45601,11,2023-06-14,demand_issue,unresolved,53.3,1,0,0,1,0,1,2,2,2,6,2,2,0
45601,12,2023-06-16,defective_trip,unresolved,23.0,1,0,0,1,0,1,1,2,3,6,4,2,0
45601,13,2023-06-22,fare_dispute,partial,23.4,1,0,0,0,0,1,0,1,3,6,3,2,0
45602,1,2023-04-24,defective_trip,unresolved,44.4,0,0,0,1,0,0,1,2,3,4,0,2,0
45602,2,2023-04-27,defective_trip,resolved,8.8,0,0,0,0,0,0,1,0,3,4,3,2,0
45603,1,2023-01-28,app_issue,unresolved,26.5,0,0,0,1,0,0,4,2,1,1,5,1,0
45604,1,2023-05-28,demand_issue,resolved,10.6,0,0,0,0,0,0,2,0,2,5,6,2,0
45605,1,2023-06-22,app_issue,partial,20.1,0,0,0,0,0,0,4,1,1,6,3,2,0
45606,1,2023-03-15,defective_trip,unresolved,51.7,1,0,0,1,0,0,1,2,3,3,2,1,0
45607,1,2023-10-01,defective_trip,resolved,2.4,0,0,0,0,0,0,1,0,3,10,6,4,1
45608,1,2023-05-19,fare_dispute,unresolved,41.5,0,0,0,1,0,0,0,2,3,5,4,2,0
45609,1,2023-10-21,fare_dispute,unresolved,60.1,1,0,0,1,0,1,0,2,3,10,5,4,1
45609,2,2023-10-24,demand_issue,partial,29.2,1,0,0,0,0,1,2,1,2,10,1,4,1
45609,3,2023-10-25,payment_delay,unresolved,54.4,1,0,0,1,0,1,3,2,1,10,2,4,1
45609,4,2023-10-26,fare_dispute,resolved,4.6,1,0,0,0,0,1,0,0,3,10,3,4,1
45609,5,2023-10-28,payment_delay,resolved,6.0,1,0,0,0,0,1,3,0,1,10,5,4,1
45609,6,2023-10-31,fare_dispute,unresolved,51.1,1,0,0,1,0,1,0,2,3,10,1,4,1
45609,7,2023-11-01,fare_dispute,unresolved,5.9,1,0,0,1,0,1,0,2,3,11,2,4,1
45609,8,2023-11-02,fare_dispute,unresolved,59.0,1,0,0,1,0,1,0,2,3,11,3,4,1
45610,1,2023-04-17,app_issue,resolved,6.0,0,0,0,0,0,0,4,0,1,4,0,2,0
45610,2,2023-05-04,payment_delay,resolved,8.5,0,0,0,0,0,0,3,0,1,5,3,2,0
45611,1,2023-05-09,app_issue,partial,17.2,1,1,0,0,0,0,4,1,1,5,1,2,0
45611,2,2023-05-14,demand_issue,resolved,4.4,1,1,0,0,0,0,2,0,2,5,6,2,0
45611,3,2023-05-21,unknown,unresolved,7.3,1,1,1,1,0,0,5,2,2,5,6,2,0
45612,1,2023-10-19,demand_issue,resolved,9.7,0,0,0,0,0,0,2,0,2,10,3,4,1
45613,1,2023-09-08,defective_trip,resolved,5.8,0,0,0,0,0,0,1,0,3,9,4,3,0
45614,1,2023-05-13,payment_delay,unresolved,54.0,1,0,0,1,0,0,3,2,1,5,5,2,0
45614,2,2023-05-20,fare_dispute,partial,19.0,1,0,0,0,0,0,0,1,3,5,5,2,0
45614,3,2023-05-30,demand_issue,unresolved,64.4,1,0,0,1,0,0,2,2,2,5,1,2,0
45614,4,2023-06-02,app_issue,unresolved,64.8,1,0,0,1,0,0,4,2,1,6,4,2,0
45615,1,2023-03-26,fare_dispute,resolved,10.6,0,0,0,0,0,0,0,0,3,3,6,1,0
45615,2,2023-04-12,fare_dispute,unresolved,9.1,0,0,0,1,0,0,0,2,3,4,2,2,0
45616,1,2023-04-04,fare_dispute,resolved,3.4,0,0,0,0,0,0,0,0,3,4,1,2,0
45616,2,2023-04-11,payment_delay,unresolved,2.1,0,0,0,1,0,0,3,2,1,4,1,2,0
45617,1,2023-02-25,defective_trip,resolved,10.1,0,0,0,0,0,0,1,0,3,2,5,1,0
45618,1,2023-10-17,payment_delay,resolved,1.7,0,0,0,0,0,0,3,0,1,10,1,4,1
45619,1,2023-02-10,app_issue,resolved,5.0,0,0,0,0,0,0,4,0,1,2,4,1,0
45620,1,2023-04-24,demand_issue,resolved,1.1,0,0,0,0,0,0,2,0,2,4,0,2,0
45620,2,2023-05-02,unknown,resolved,6.0,0,0,1,0,0,0,5,0,2,5,1,2,0
45620,3,2023-05-15,defective_trip,resolved,3.4,0,0,0,0,0,0,1,0,3,5,0,2,0
45620,4,2023-05-26,unknown,resolved,6.8,0,0,1,0,0,0,5,0,2,5,4,2,0
45620,5,2023-06-02,unknown,unresolved,8.6,0,0,1,1,0,0,5,2,2,6,4,2,0
45620,6,2023-06-08,fare_dispute,resolved,9.1,0,0,0,0,0,0,0,0,3,6,3,2,0
45621,1,2023-09-07,app_issue,resolved,2.0,0,0,0,0,0,0,4,0,1,9,3,3,0
45622,1,2023-09-07,defective_trip,partial,14.7,1,0,0,0,0,0,1,1,3,9,3,3,0
45622,2,2023-09-21,fare_dispute,resolved,7.5,1,0,0,0,0,0,0,0,3,9,3,3,0
45623,1,2023-10-29,fare_dispute,resolved,6.0,0,0,0,0,0,0,0,0,3,10,6,4,1
45624,1,2023-04-27,demand_issue,unresolved,60.8,1,0,0,1,0,0,2,2,2,4,3,2,0
45624,2,2023-05-11,payment_delay,resolved,7.5,1,0,0,0,0,0,3,0,1,5,3,2,0
45625,1,2023-07-03,fare_dispute,resolved,9.0,0,0,0,0,0,0,0,0,3,7,0,3,0
45626,1,2023-09-15,app_issue,resolved,3.0,0,0,0,0,0,0,4,0,1,9,4,3,0
45626,2,2023-09-27,app_issue,unresolved,1.7,0,0,0,1,0,0,4,2,1,9,2,3,0
45626,3,2023-10-10,payment_delay,resolved,6.0,0,0,0,0,0,0,3,0,1,10,1,4,1
45627,1,2023-06-18,app_issue,resolved,9.9,0,0,0,0,0,0,4,0,1,6,6,2,0
45628,1,2023-04-23,defective_trip,partial,33.1,0,0,0,0,0,0,1,1,3,4,6,2,0
45629,1,2023-02-26,app_issue,resolved,1.0,0,0,0,0,0,0,4,0,1,2,6,1,0
45630,1,2023-08-18,payment_delay,resolved,6.3,0,0,0,0,0,0,3,0,1,8,4,3,0
45631,1,2023-09-11,app_issue,resolved,4.7,0,0,0,0,0,0,4,0,1,9,0,3,0
45631,2,2023-09-25,defective_trip,resolved,2.6,0,0,0,0,0,0,1,0,3,9,0,3,0
45631,3,2023-10-12,app_issue,resolved,8.4,0,0,0,0,0,0,4,0,1,10,3,4,1
45631,4,2023-10-24,app_issue,partial,20.2,0,0,0,0,0,0,4,1,1,10,1,4,1
45631,5,2023-11-03,demand_issue,unresolved,41.5,0,0,0,1,0,0,2,2,2,11,4,4,1
45632,1,2023-02-05,payment_delay,partial,32.9,0,0,0,0,0,0,3,1,1,2,6,1,0
45633,1,2023-03-20,app_issue,partial,36.0,0,0,0,0,0,0,4,1,1,3,0,1,0
45634,1,2023-04-27,payment_delay,resolved,6.0,0,0,0,0,0,0,3,0,1,4,3,2,0
45635,1,2023-08-02,demand_issue,resolved,5.5,0,0,0,0,0,0,2,0,2,8,2,3,0
45636,1,2023-05-20,unknown,resolved,6.0,0,0,1,0,0,0,5,0,2,5,5,2,0
45636,2,2023-06-06,demand_issue,resolved,4.7,0,0,0,0,0,0,2,0,2,6,1,2,0
45637,1,2023-10-02,payment_delay,resolved,2.5,0,0,0,0,0,0,3,0,1,10,0,4,1
45638,1,2023-03-13,payment_delay,resolved,2.2,0,0,0,0,0,0,3,0,1,3,0,1,0
45639,1,2023-08-18,fare_dispute,resolved,5.7,0,0,0,0,0,0,0,0,3,8,4,3,0
45639,2,2023-08-24,defective_trip,resolved,4.8,0,0,0,0,0,0,1,0,3,8,3,3,0
45640,1,2023-06-02,app_issue,partial,11.8,0,0,0,0,0,0,4,1,1,6,4,2,0
45641,1,2023-04-01,app_issue,resolved,6.0,0,0,0,0,0,0,4,0,1,4,5,2,0
45641,2,2023-04-12,demand_issue,partial,21.3,0,0,0,0,0,0,2,1,2,4,2,2,0
45642,1,2023-07-05,defective_trip,resolved,4.7,0,0,0,0,0,0,1,0,3,7,2,3,0
45643,1,2023-04-18,fare_dispute,resolved,11.7,0,0,0,0,0,0,0,0,3,4,1,2,0
45644,1,2023-03-13,demand_issue,partial,18.3,0,0,0,0,0,0,2,1,2,3,0,1,0
45645,1,2023-06-05,payment_delay,resolved,3.6,0,0,0,0,0,0,3,0,1,6,0,2,0
45646,1,2023-05-29,payment_delay,resolved,2.9,0,0,0,0,0,0,3,0,1,5,0,2,0
45646,2,2023-06-05,payment_delay,resolved,4.5,0,0,0,0,0,0,3,0,1,6,0,2,0
45647,1,2023-03-31,payment_delay,unresolved,54.4,1,0,0,1,0,1,3,2,1,3,4,1,0
45647,2,2023-04-04,defective_trip,unresolved,36.7,1,0,0,1,0,1,1,2,3,4,1,2,0
45647,3,2023-04-16,fare_dispute,unresolved,3.5,1,0,0,1,0,1,0,2,3,4,6,2,0
45647,4,2023-04-17,defective_trip,unresolved,39.1,1,0,0,1,0,1,1,2,3,4,0,2,0
45647,5,2023-04-20,defective_trip,unresolved,41.5,1,0,0,1,0,1,1,2,3,4,3,2,0
45647,6,2023-04-21,demand_issue,partial,9.9,1,0,0,0,0,1,2,1,2,4,4,2,0
45647,7,2023-04-25,defective_trip,unresolved,55.6,1,0,0,1,0,1,1,2,3,4,1,2,0
45647,8,2023-04-28,fare_dispute,unresolved,47.9,1,0,0,1,0,1,0,2,3,4,4,2,0
45648,1,2023-09-08,app_issue,partial,21.9,0,0,0,0,0,0,4,1,1,9,4,3,0
45649,1,2023-08-23,defective_trip,partial,10.1,0,0,0,0,0,0,1,1,3,8,2,3,0
45649,2,2023-08-27,defective_trip,resolved,7.4,0,0,0,0,0,0,1,0,3,8,6,3,0
45649,3,2023-09-02,payment_delay,resolved,8.9,0,0,0,0,0,0,3,0,1,9,5,3,0
45650,1,2023-02-14,fare_dispute,resolved,8.1,0,0,0,0,0,0,0,0,3,2,1,1,0
45650,2,2023-02-25,payment_delay,unresolved,1.0,0,0,0,1,0,0,3,2,1,2,5,1,0
45651,1,2023-04-02,fare_dispute,unresolved,48.2,1,0,0,1,0,1,0,2,3,4,6,2,0
45651,2,2023-04-08,payment_delay,resolved,5.8,1,0,0,0,0,1,3,0,1,4,5,2,0
45651,3,2023-04-12,fare_dispute,unresolved,6.4,1,0,0,1,0,1,0,2,3,4,2,2,0
45651,4,2023-04-16,demand_issue,unresolved,43.1,1,0,0,1,0,1,2,2,2,4,6,2,0
45651,5,2023-04-19,demand_issue,unresolved,41.9,1,0,0,1,0,1,2,2,2,4,2,2,0
45651,6,2023-04-22,demand_issue,resolved,10.3,1,0,0,0,0,1,2,0,2,4,5,2,0
45651,7,2023-04-23,defective_trip,unresolved,49.7,1,0,0,1,0,1,1,2,3,4,6,2,0
45651,8,2023-04-24,fare_dispute,unresolved,65.3,1,0,0,1,0,1,0,2,3,4,0,2,0
45651,9,2023-04-25,fare_dispute,unresolved,40.6,1,0,0,1,0,1,0,2,3,4,1,2,0
45651,10,2023-04-28,defective_trip,resolved,8.3,1,0,0,0,0,1,1,0,3,4,4,2,0
45651,11,2023-04-29,fare_dispute,unresolved,61.4,1,0,0,1,0,1,0,2,3,4,5,2,0
45651,12,2023-05-05,defective_trip,unresolved,3.7,1,0,0,1,0,1,1,2,3,5,4,2,0
45651,13,2023-05-09,defective_trip,resolved,4.2,1,0,0,0,0,1,1,0,3,5,1,2,0
45652,1,2023-02-16,app_issue,resolved,1.0,1,1,0,0,0,0,4,0,1,2,3,1,0
45652,2,2023-03-07,app_issue,partial,23.0,1,1,0,0,0,0,4,1,1,3,1,1,0
45652,3,2023-03-15,app_issue,resolved,3.8,1,1,0,0,0,0,4,0,1,3,2,1,0
45653,1,2023-03-15,defective_trip,resolved,6.0,0,0,0,0,0,0,1,0,3,3,2,1,0
45654,1,2023-04-14,defective_trip,resolved,3.6,0,0,0,0,0,0,1,0,3,4,4,2,0
45655,1,2023-04-21,app_issue,resolved,5.8,0,0,0,0,0,0,4,0,1,4,4,2,0
45656,1,2023-11-06,fare_dispute,unresolved,40.8,1,0,0,1,0,0,0,2,3,11,0,4,1
45656,2,2023-11-15,defective_trip,unresolved,49.1,1,0,0,1,0,0,1,2,3,11,2,4,1
45656,3,2023-11-20,app_issue,unresolved,53.3,1,0,0,1,0,0,4,2,1,11,0,4,1
45656,4,2023-11-22,demand_issue,unresolved,39.5,1,0,0,1,0,0,2,2,2,11,2,4,1
45657,1,2023-03-17,app_issue,resolved,1.0,0,0,0,0,0,0,4,0,1,3,4,1,0
45657,2,2023-04-05,app_issue,partial,39.0,0,0,0,0,0,0,4,1,1,4,2,2,0
45657,3,2023-04-15,app_issue,partial,25.9,0,0,0,0,0,0,4,1,1,4,5,2,0
45658,1,2023-07-12,fare_dispute,resolved,5.1,0,0,0,0,0,0,0,0,3,7,2,3,0
45658,2,2023-07-19,defective_trip,resolved,5.5,0,0,0,0,0,0,1,0,3,7,2,3,0
45658,3,2023-07-27,fare_dispute,resolved,5.6,0,0,0,0,0,0,0,0,3,7,3,3,0
45659,1,2023-04-21,defective_trip,unresolved,61.2,1,0,0,1,0,1,1,2,3,4,4,2,0
45659,2,2023-04-29,defective_trip,unresolved,38.6,1,0,0,1,0,1,1,2,3,4,5,2,0
45659,3,2023-05-14,defective_trip,unresolved,49.6,1,0,0,1,0,1,1,2,3,5,6,2,0
45659,4,2023-05-15,fare_dispute,unresolved,56.7,1,0,0,1,0,1,0,2,3,5,0,2,0
45659,5,2023-05-20,fare_dispute,unresolved,45.0,1,0,0,1,0,1,0,2,3,5,5,2,0
45659,6,2023-05-22,defective_trip,unresolved,55.0,1,0,0,1,0,1,1,2,3,5,0,2,0
45659,7,2023-05-23,defective_trip,unresolved,51.3,1,0,0,1,0,1,1,2,3,5,1,2,0
45659,8,2023-05-29,defective_trip,resolved,9.9,1,0,0,0,0,1,1,0,3,5,0,2,0
45659,9,2023-05-31,demand_issue,partial,27.7,1,0,0,0,0,1,2,1,2,5,2,2,0
45659,10,2023-06-06,unknown,unresolved,3.5,1,0,1,1,0,1,5,2,2,6,1,2,0
45660,1,2023-09-08,payment_delay,resolved,6.0,0,0,0,0,0,0,3,0,1,9,4,3,0
45661,1,2023-05-25,payment_delay,unresolved,4.5,0,0,0,1,0,0,3,2,1,5,3,2,0
45662,1,2023-06-05,payment_delay,partial,22.6,0,0,0,0,0,0,3,1,1,6,0,2,0
45663,1,2023-05-10,payment_delay,resolved,5.5,0,0,0,0,0,0,3,0,1,5,2,2,0
45664,1,2023-05-05,unknown,resolved,5.1,0,0,1,0,0,0,5,0,2,5,4,2,0
45665,1,2023-03-05,app_issue,resolved,5.4,0,0,0,0,0,0,4,0,1,3,6,1,0
45665,2,2023-03-10,demand_issue,partial,31.0,0,0,0,0,0,0,2,1,2,3,4,1,0
45665,3,2023-03-26,defective_trip,resolved,2.5,0,0,0,0,0,0,1,0,3,3,6,1,0
45665,4,2023-04-03,payment_delay,resolved,2.9,0,0,0,0,0,0,3,0,1,4,0,2,0
45665,5,2023-04-06,payment_delay,resolved,2.3,0,0,0,0,0,0,3,0,1,4,3,2,0
45666,1,2023-08-09,demand_issue,resolved,6.0,1,0,0,0,0,0,2,0,2,8,2,3,0
45666,2,2023-08-20,fare_dispute,resolved,4.0,1,0,0,0,0,0,0,0,3,8,6,3,0
45666,3,2023-08-24,fare_dispute,unresolved,28.6,1,0,0,1,0,0,0,2,3,8,3,3,0
45666,4,2023-08-29,defective_trip,unresolved,55.9,1,0,0,1,0,0,1,2,3,8,1,3,0
45666,5,2023-09-04,defective_trip,partial,29.9,1,0,0,0,0,0,1,1,3,9,0,3,0
45666,6,2023-09-08,fare_dispute,unresolved,48.1,1,0,0,1,0,0,0,2,3,9,4,3,0
45667,1,2023-02-23,fare_dispute,unresolved,43.8,1,0,0,1,0,0,0,2,3,2,3,1,0
45668,1,2023-03-16,unknown,resolved,2.6,0,0,1,0,0,0,5,0,2,3,3,1,0
45669,1,2023-10-13,demand_issue,unresolved,29.8,0,0,0,1,0,0,2,2,2,10,4,4,1
45670,1,2023-04-26,demand_issue,unresolved,35.8,1,0,0,1,0,0,2,2,2,4,2,2,0
45671,1,2023-07-18,payment_delay,resolved,3.0,0,0,0,0,0,0,3,0,1,7,1,3,0
45672,1,2023-10-18,demand_issue,resolved,6.4,0,0,0,0,0,0,2,0,2,10,2,4,1
45673,1,2023-08-07,payment_delay,unresolved,5.7,0,0,0,1,0,0,3,2,1,8,0,3,0
45674,1,2023-01-17,fare_dispute,unresolved,41.5,1,0,0,1,0,0,0,2,3,1,1,1,0
45674,2,2023-01-29,demand_issue,unresolved,65.3,1,0,0,1,0,0,2,2,2,1,6,1,0
45674,3,2023-02-05,defective_trip,resolved,4.4,1,0,0,0,0,0,1,0,3,2,6,1,0
45674,4,2023-02-07,fare_dispute,partial,21.2,1,0,0,0,0,0,0,1,3,2,1,1,0
45674,5,2023-02-09,unknown,unresolved,39.8,1,0,1,1,0,0,5,2,2,2,3,1,0
45675,1,2023-07-23,app_issue,resolved,6.3,0,0,0,0,0,0,4,0,1,7,6,3,0
45675,2,2023-07-28,demand_issue,partial,18.2,0,0,0,0,0,0,2,1,2,7,4,3,0
45675,3,2023-08-06,fare_dispute,resolved,8.1,0,0,0,0,0,0,0,0,3,8,6,3,0
45676,1,2023-09-30,payment_delay,resolved,10.4,0,0,0,0,0,0,3,0,1,9,5,3,0
45677,1,2023-05-26,payment_delay,unresolved,7.5,0,0,0,1,0,0,3,2,1,5,4,2,0
45677,2,2023-06-07,defective_trip,partial,21.4,0,0,0,0,0,0,1,1,3,6,2,2,0
45677,3,2023-06-23,demand_issue,resolved,6.0,0,0,0,0,0,0,2,0,2,6,4,2,0
45678,1,2023-08-03,fare_dispute,resolved,5.1,1,1,0,0,0,0,0,0,3,8,3,3,0
45679,1,2023-01-28,app_issue,resolved,8.7,1,1,0,0,0,0,4,0,1,1,5,1,0
45679,2,2023-02-08,demand_issue,partial,30.8,1,1,0,0,0,0,2,1,2,2,2,1,0
45680,1,2023-08-07,defective_trip,resolved,6.4,0,0,0,0,0,0,1,0,3,8,0,3,0
45681,1,2023-04-16,app_issue,unresolved,5.5,0,0,0,1,0,0,4,2,1,4,6,2,0
45682,1,2023-05-20,payment_delay,resolved,1.9,0,0,0,0,0,0,3,0,1,5,5,2,0
45683,1,2023-03-24,fare_dispute,partial,23.9,1,0,0,0,0,0,0,1,3,3,4,1,0
45683,2,2023-04-01,unknown,unresolved,10.0,1,0,1,1,0,0,5,2,2,4,5,2,0
45683,3,2023-04-08,fare_dispute,unresolved,24.7,1,0,0,1,0,0,0,2,3,4,5,2,0
45684,1,2023-07-16,payment_delay,resolved,1.7,1,1,0,0,0,0,3,0,1,7,6,3,0
45685,1,2023-10-18,app_issue,resolved,4.2,0,0,0,0,0,0,4,0,1,10,2,4,1
45685,2,2023-11-03,demand_issue,resolved,1.0,0,0,0,0,0,0,2,0,2,11,4,4,1
45686,1,2023-03-12,defective_trip,resolved,5.2,0,0,0,0,0,0,1,0,3,3,6,1,0
45687,1,2023-05-01,fare_dispute,partial,21.4,0,0,0,0,0,0,0,1,3,5,0,2,0
45688,1,2023-10-30,demand_issue,resolved,6.1,0,0,0,0,0,0,2,0,2,10,0,4,1
45689,1,2023-03-19,unknown,resolved,7.9,0,0,1,0,0,0,5,0,2,3,6,1,0
45690,1,2023-09-17,payment_delay,resolved,8.9,0,0,0,0,0,0,3,0,1,9,6,3,0
45691,1,2023-05-26,defective_trip,resolved,10.7,0,0,0,0,0,0,1,0,3,5,4,2,0
45691,2,2023-06-14,payment_delay,resolved,1.0,0,0,0,0,0,0,3,0,1,6,2,2,0
45692,1,2023-09-04,payment_delay,resolved,1.0,0,0,0,0,0,0,3,0,1,9,0,3,0
45692,2,2023-09-23,app_issue,partial,31.2,0,0,0,0,0,0,4,1,1,9,5,3,0
45692,3,2023-09-29,defective_trip,resolved,8.3,0,0,0,0,0,0,1,0,3,9,4,3,0
45693,1,2023-06-21,demand_issue,resolved,6.0,0,0,0,0,0,0,2,0,2,6,2,2,0
45694,1,2023-06-10,fare_dispute,resolved,6.1,0,0,0,0,0,0,0,0,3,6,5,2,0
45695,1,2023-08-09,fare_dispute,unresolved,46.5,0,0,0,1,0,0,0,2,3,8,2,3,0
45696,1,2023-08-13,app_issue,resolved,4.9,0,0,0,0,0,0,4,0,1,8,6,3,0
45697,1,2023-08-22,app_issue,resolved,5.6,0,0,0,0,0,0,4,0,1,8,1,3,0
45697,2,2023-09-04,defective_trip,partial,12.7,0,0,0,0,0,0,1,1,3,9,0,3,0
45698,1,2023-04-27,demand_issue,resolved,5.8,0,0,0,0,0,0,2,0,2,4,3,2,0
45698,2,2023-05-04,demand_issue,partial,23.9,0,0,0,0,0,0,2,1,2,5,3,2,0
45698,3,2023-05-14,defective_trip,partial,34.9,0,0,0,0,0,0,1,1,3,5,6,2,0
45699,1,2023-05-30,demand_issue,resolved,5.2,0,0,0,0,0,0,2,0,2,5,1,2,0
45700,1,2023-06-27,payment_delay,partial,22.6,0,0,0,0,0,0,3,1,1,6,1,2,0
45700,2,2023-06-29,app_issue,partial,14.4,0,0,0,0,0,0,4,1,1,6,3,2,0
45700,3,2023-07-13,payment_delay,resolved,6.6,0,0,0,0,0,0,3,0,1,7,3,3,0
45701,1,2023-05-05,demand_issue,resolved,10.3,0,0,0,0,0,0,2,0,2,5,4,2,0
45702,1,2023-04-28,payment_delay,resolved,5.0,0,0,0,0,0,0,3,0,1,4,4,2,0
45703,1,2023-04-23,payment_delay,resolved,6.9,0,0,0,0,0,0,3,0,1,4,6,2,0
45704,1,2023-03-07,defective_trip,resolved,8.9,1,1,0,0,0,0,1,0,3,3,1,1,0
45705,1,2023-09-22,demand_issue,resolved,9.7,0,0,0,0,0,0,2,0,2,9,4,3,0
45706,1,2023-08-29,app_issue,unresolved,41.6,1,1,0,1,0,0,4,2,1,8,1,3,0
45706,2,2023-09-02,app_issue,unresolved,41.5,1,1,0,1,0,0,4,2,1,9,5,3,0
45706,3,2023-09-14,payment_delay,resolved,6.9,1,1,0,0,0,0,3,0,1,9,3,3,0
45706,4,2023-09-15,app_issue,unresolved,3.7,1,1,0,1,0,0,4,2,1,9,4,3,0
45706,5,2023-09-21,payment_delay,unresolved,45.1,1,1,0,1,0,0,3,2,1,9,3,3,0
45707,1,2023-08-12,demand_issue,resolved,4.9,0,0,0,0,0,0,2,0,2,8,5,3,0
45707,2,2023-08-20,defective_trip,unresolved,46.1,0,0,0,1,0,0,1,2,3,8,6,3,0
45708,1,2023-04-04,demand_issue,partial,26.3,0,0,0,0,0,0,2,1,2,4,1,2,0
45709,1,2023-04-09,app_issue,resolved,4.6,0,0,0,0,0,0,4,0,1,4,6,2,0
45709,2,2023-04-21,fare_dispute,resolved,3.8,0,0,0,0,0,0,0,0,3,4,4,2,0
45710,1,2023-02-02,demand_issue,resolved,7.9,0,0,0,0,0,0,2,0,2,2,3,1,0
45711,1,2023-02-13,app_issue,partial,23.9,0,0,0,0,0,0,4,1,1,2,0,1,0
45712,1,2023-07-13,demand_issue,partial,10.2,0,0,0,0,0,0,2,1,2,7,3,3,0
45713,1,2023-07-29,unknown,resolved,3.8,0,0,1,0,0,0,5,0,2,7,5,3,0
45714,1,2023-04-07,fare_dispute,resolved,9.0,0,0,0,0,0,0,0,0,3,4,4,2,0
45715,1,2023-08-17,app_issue,resolved,5.8,0,0,0,0,0,0,4,0,1,8,3,3,0
45716,1,2023-09-25,fare_dispute,resolved,2.2,0,0,0,0,0,0,0,0,3,9,0,3,0
45717,1,2023-06-09,app_issue,resolved,2.8,0,0,0,0,0,0,4,0,1,6,4,2,0
45718,1,2023-10-13,defective_trip,resolved,8.4,0,0,0,0,0,0,1,0,3,10,4,4,1
45718,2,2023-10-17,payment_delay,partial,14.0,0,0,0,0,0,0,3,1,1,10,1,4,1
45718,3,2023-10-30,defective_trip,unresolved,46.3,0,0,0,1,0,0,1,2,3,10,0,4,1
45719,1,2023-10-30,payment_delay,resolved,6.4,0,0,0,0,0,0,3,0,1,10,0,4,1
45719,2,2023-11-10,payment_delay,resolved,7.3,0,0,0,0,0,0,3,0,1,11,4,4,1
45719,3,2023-11-11,defective_trip,partial,20.8,0,0,0,0,0,0,1,1,3,11,5,4,1
45719,4,2023-11-30,unknown,partial,31.5,0,0,1,0,0,0,5,1,2,11,3,4,1
45719,5,2023-12-01,app_issue,unresolved,40.5,0,0,0,1,0,0,4,2,1,12,4,4,1
45719,6,2023-12-04,app_issue,partial,35.2,0,0,0,0,0,0,4,1,1,12,0,4,1
45720,1,2023-10-16,payment_delay,unresolved,6.0,0,0,0,1,0,0,3,2,1,10,0,4,1
45720,2,2023-10-24,app_issue,resolved,6.2,0,0,0,0,0,0,4,0,1,10,1,4,1
45721,1,2023-01-28,defective_trip,unresolved,57.4,0,0,0,1,0,0,1,2,3,1,5,1,0
45721,2,2023-02-08,app_issue,resolved,2.9,0,0,0,0,0,0,4,0,1,2,2,1,0
45722,1,2023-04-10,unknown,unresolved,43.0,1,0,1,1,0,0,5,2,2,4,0,2,0
45722,2,2023-04-16,defective_trip,unresolved,4.2,1,0,0,1,0,0,1,2,3,4,6,2,0
45722,3,2023-05-04,fare_dispute,unresolved,41.5,1,0,0,1,0,0,0,2,3,5,3,2,0
45722,4,2023-05-09,app_issue,unresolved,51.7,1,0,0,1,0,0,4,2,1,5,1,2,0
45722,5,2023-05-10,fare_dispute,unresolved,49.3,1,0,0,1,0,0,0,2,3,5,2,2,0
45723,1,2023-02-27,unknown,unresolved,64.6,1,0,1,1,0,1,5,2,2,2,0,1,0
45723,2,2023-03-14,defective_trip,unresolved,68.0,1,0,0,1,0,1,1,2,3,3,1,1,0
45723,3,2023-03-15,payment_delay,unresolved,52.7,1,0,0,1,0,1,3,2,1,3,2,1,0
